_id,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB
8946,LAKKARI,Street,,EIGHT MILE PLAINS
8947,LALINA,Street,,MIDDLE PARK
8948,LALOR,Street,,STAFFORD
8949,LALOR,Street,,STAFFORD HEIGHTS
8950,LAMA,Street,,CHELMER
8951,LAMB,Street,,CORINDA
8952,LAMBERT,Court,,BROOKFIELD
8953,LAMBERT,Drive,,CALAMVALE
8954,LAMBERT,Road,,INDOOROOPILLY
8955,LAMBERT,Road,,TARINGA
8956,LAMBERT,Street,,GORDON PARK
8957,LAMBERT,Street,,KANGAROO POINT
8958,LAMBERTIA,Close,,MOUNT GRAVATT EAST
8959,LAMBETH,Place,,CHAPEL HILL
8960,LAMBETH,Place,,MACGREGOR
8961,LAMBOURN,Street,,CHAPEL HILL
8962,LAMBTON,Street,,ANNERLEY
8963,LAMETTE,Street,,HOLLAND PARK
8964,LAMINGTON,Avenue,,ASCOT
8965,LAMINGTON,Avenue,,EAGLE FARM
8966,LAMINGTON,Avenue,,LUTWYCHE
8967,LAMINGTON,Place,,PARKINSON
8968,LAMINGTON,Street,,NEW FARM
8969,LAMINGTON,Terrace,,DUTTON PARK
8970,LAMONA,Circuit,,SUNNYBANK HILLS
8971,LAMOND,Close,,CALAMVALE
8972,LAMONT,Road,,WILSTON
8973,LAMONT,Street,,ST LUCIA
8974,LAMPSON,Street,,SUNNYBANK
8975,LAMROCK,Street,,HOLLAND PARK WEST
8976,LANA,Street,,TARRAGINDI
8977,LANAI,Place,,TAIGUM
8978,LANARK,Street,,KENMORE
8979,LANATA,Crescent,,FOREST LAKE
8980,LANCASHIRE,Street,,ACACIA RIDGE
8981,LANCASTER,Circuit,,STRETTON
8982,LANCASTER,Court,,MOGGILL
8983,LANCASTER,Place,,CHAPEL HILL
8984,LANCASTER,Road,,ASCOT
8985,LANCASTER,Street,,COORPAROO
8986,LANCE,Street,,SHERWOOD
8987,LANCELOT,Street,,TENNYSON
8988,LANCEWOOD,Place,,MOGGILL
8989,LANCEWOOD,Street,,ALGESTER
8990,LANCHESTER,Street,,STAFFORD HEIGHTS
8991,LANCING,Street,,PULLENVALE
8992,LAND,Street,,TOOWONG
8993,LANDBURY,Street,,BALD HILLS
8994,LANDEL,Street,,PALLARA
8995,LANDERS POCKET,Road,,BRISBANE AIRPORT
8996,LANDING,Place,,MOGGILL
8997,LANDIS,Street,,MCDOWALL
8998,LANDON,Close,,MCDOWALL
8999,LANDOR,Street,,TARRAGINDI
9000,LANDSBORO,Avenue,,BOONDALL
9001,LANDSBOROUGH,Place,,FOREST LAKE
9002,LANDSBOROUGH,Terrace,,TOOWONG
9003,LANDSCAPE,Street,,STAFFORD HEIGHTS
9004,LANDSDOWNE,Street,,COORPAROO
9005,LANDSEER,Street,,ACACIA RIDGE
9006,LANDSEER,Street,,SUNNYBANK HILLS
9007,LANDSTEAD,Street,,OXLEY
9008,LANDY,Street,,NORTHGATE
9009,LANE,Street,,WINDSOR
9010,LANENA,Street,,JINDALEE
9011,LANERCOST,Street,,GEEBUNG
9012,LANFEAR,Street,,SOUTH BRISBANE
9013,LANG,Parade,,AUCHENFLOWER
9014,LANG,Parade,,MILTON
9015,LANG,Street,,BULIMBA
9016,LANG,Street,,CANNON HILL
9017,LANG,Street,,MORNINGSIDE
9018,LANG,Street,,SUNNYBANK HILLS
9019,LANG,Terrace,,NORTHGATE
9020,LANGE,Court,,ASPLEY
9021,LANGE,Court,,CALAMVALE
9022,LANGER,Place,,BRACKEN RIDGE
9023,LANGFORD,Street,,EIGHT MILE PLAINS
9024,LANGHAM,Street,,TARRAGINDI
9025,LANGI,Court,,KARANA DOWNS
9026,LANGLEY,Avenue,,WILSTON
9027,LANGLO,Street,,RIVERHILLS
9028,LANGSHAW,Street,,NEW FARM
9029,LANGSIDE,Road,,HAMILTON
9030,LANGTON,Street,,BANYO
9031,LANGTRY,Court,,TINGALPA
9032,LANHAM,Avenue,,GRANGE
9033,LANHAM,Crescent,,NEWMARKET
9034,LANHAM,Street,,BOWEN HILLS
9035,LANI,Street,,WISHART
9036,LANITA,Road,,FERNY GROVE
9037,LANSBURY,Parade,,ASHGROVE
9038,LANSDOWNE,Street,,NEWMARKET
9039,LANSVALE,Street,,MITCHELTON
9040,LANT,Street,,CHAPEL HILL
9041,LANYARD,Street,,FAIRFIELD
9042,LANYON,Street,,BRACKEN RIDGE
9043,LAPAGE,Place,,WISHART
9044,LAPFORD,Circuit,,DREWVALE
9045,LAPILLI,Street,,KEPERRA
9046,LAPIN,Street,,BRIDGEMAN DOWNS
9047,LAPORTEA,Street,,ALGESTER
9048,LAPRAIK,Street,,ALBION
9049,LAPRAIK,Street,,ASCOT
9050,LAPTEV,Close,,JAMBOREE HEIGHTS
9051,LAPWING,Street,,INALA
9052,LAPWORTH,Place,,MANLY WEST
9053,LARA,Street,,SUNNYBANK
9054,LARAPINTA,Circuit,,PARKINSON
9055,LARBERT,Street,,ACACIA RIDGE
9056,LARCH,Street,,FERNY GROVE
9057,LARCOMBE,Street,,ZILLMERE
9058,LARGS,Street,,DARRA
9059,LARICINA,Circuit,,FOREST LAKE
9060,LARISSA,Street,,GEEBUNG
9061,LARK,Avenue,,ASHGROVE
9062,LARNOOK,Street,,BRACKEN RIDGE
9063,LAROOL,Street,,KENMORE
9064,LARRA,Court,,FOREST LAKE
9065,LARRELL,Close,,EIGHT MILE PLAINS
9066,LARSEN,Street,,EIGHT MILE PLAINS
9067,LARTER,Court,,BROOKFIELD
9068,LARUMA,Street,,ENOGGERA
9069,LARWILL,Avenue,,NORTHGATE
9070,LARWOOD,Street,,UPPER MOUNT GRAVATT
9071,LASCELLES,Street,,BRACKEN RIDGE
9072,LASCELLES,Street,,BRIGHTON
9073,LASSETER,Street,,KEDRON
9074,LASSIE,Street,,OXLEY
9075,LATHAM,Street,,CHERMSIDE
9076,LATHE,Street,,SALISBURY
9077,LATHE,Street,,VIRGINIA
9078,LATHER,Road,,BELLBOWRIE
9079,LATIMER,Street,,GREENSLOPES
9080,LATIMER,Street,,HOLLAND PARK
9081,LATINA,Avenue,,SEVEN HILLS
9082,LATONA,Street,,PADDINGTON
9083,LATROBE,Street,,EAST BRISBANE
9084,LATROBE,Street,,FITZGIBBON
9085,LATROBE,Terrace,,BARDON
9086,LATROBE,Terrace,,PADDINGTON
9087,LAUDER,Street,,MOUNT GRAVATT EAST
9088,LAUGHLAND,Street,,WILSTON
9089,LAUNCESTON,Street,,SALISBURY
9090,LAURA,Place,,NUDGEE
9091,LAURA,Street,,HIGHGATE HILL
9092,LAURA,Street,,LUTWYCHE
9093,LAURA,Street,,SOUTH BRISBANE
9094,LAURA,Street,,STONES CORNER
9095,LAURA,Street,,TARRAGINDI
9096,LAUREL OAK,Drive,,ALGESTER
9097,LAUREL,Avenue,,CHELMER
9098,LAUREL,Avenue,,WILSTON
9099,LAUREL,Street,,ENOGGERA
9100,LAUREL,Street,,HEATHWOOD
9101,LAUREL,Street,,HIGHGATE HILL
9102,LAUREN,Circuit,,BRIGHTON
9103,LAUREN,Close,,WYNNUM WEST
9104,LAUREN,Court,,SINNAMON PARK
9105,LAUREN,Place,,CHANDLER
9106,LAUREN,Street,,GEEBUNG
9107,LAURENCE,Street,,NEWMARKET
9108,LAURENCE,Street,,ST LUCIA
9109,LAURIE,Street,,CARINA HEIGHTS
9110,LAURIER,Street,,ANNERLEY
9111,LAURIESTON,Street,,SUNNYBANK
9112,LAURIESTON,Street,,SUNNYBANK HILLS
9113,LAURINA,Crescent,,MCDOWALL
9114,LAUTREC,Street,,BRACKEN RIDGE
9115,LAVAINE,Street,,BRACKEN RIDGE
9116,LAVARACK,Avenue,,EAGLE FARM
9117,LAVARACK,Avenue,,PINKENBA
9118,LAVELLE,Street,,ARCHERFIELD
9119,LAVENDER,Close,,CALAMVALE
9120,LAVENDER,Close,,WAVELL HEIGHTS
9121,LAVENDER,Place,,FITZGIBBON
9122,LAVENDER,Street,,INALA
9123,LAVER,Street,,MACGREGOR
9124,LAVINGTON,Street,,CAMP HILL
9125,LAVINGTON,Street,,COORPAROO
9126,LAVINIA,Street,,SUNNYBANK
9127,LAWES,Street,,HAMILTON
9128,LAWFORD,Street,,SUNNYBANK
9129,LAWLER,Street,,CHERMSIDE
9130,LAWLEY,Street,,KEDRON
9131,LAWN,Street,,HOLLAND PARK
9132,LAWRENCE,Close,,ROBERTSON
9133,LAWRENCE,Road,,ASPLEY
9134,LAWRENCE,Road,,CHERMSIDE WEST
9135,LAWRENCE,Street,,KURABY
9136,LAWRIE,Street,,TARRAGINDI
9137,LAWSON,Court,,MOUNT OMMANEY
9138,LAWSON,Place,,DREWVALE
9139,LAWSON,Place,,FOREST LAKE
9140,LAWSON,Street,,HAWTHORNE
9141,LAWSON,Street,,MORNINGSIDE
9142,LAWSON,Street,,OXLEY
9143,LAXTON,Road,,PALLARA
9144,LAY,Street,,MOUNT GRAVATT EAST
9145,LAY,Street,,UPPER MOUNT GRAVATT
9146,LAYARD,Street,,HOLLAND PARK
9147,LAYFIELD,Road,,ANSTEAD
9148,LAYSAN,Street,,TAIGUM
9149,LAZENBY,Street,,MCDOWALL
9150,LE GRAND,Street,,MACGREGOR
9151,LEACH,Street,,EVERTON PARK
9152,LEACROFT,Road,,BURBANK
9153,LEADALE,Street,,WYNNUM WEST
9154,LEADENHALL,Street,,MACGREGOR
9155,LEADING,Place,,CALAMVALE
9156,LEAF,Close,,MIDDLE PARK
9157,LEAH,Avenue,,SALISBURY
9158,LEAHCIM,Street,,ROCHEDALE
9159,LEAHEY,Road,,BROOKFIELD
9160,LEAMINGTON,Street,,WOOLLOONGABBA
9161,LEANDER,Street,,CHAPEL HILL
9162,LEANNE,Close,,MCDOWALL
9163,LEAR,Street,,SUNNYBANK HILLS
9164,LEAROYD,Road,,ACACIA RIDGE
9165,LEAROYD,Road,,ALGESTER
9166,LEAROYD,Road,,WILLAWONG
9167,LEATHERWOOD,Place,,BROOKFIELD
9168,LEBANON,Street,,BRIGHTON
9169,LEBELLE,Place,,CARSELDINE
9170,LECHA,Street,,SUNNYBANK HILLS
9171,LECHMERE,Street,,NEW FARM
9172,LECKIE,Road,,KEDRON
9173,LECKMY,Street,,FERNY GROVE
9174,LEDA,Street,,WINDSOR
9175,LEDBURY,Street,,ASPLEY
9176,LEE,Close,,RUNCORN
9177,LEE,Road,,DARRA
9178,LEEDING,Court,,BRACKEN RIDGE
9179,LEEDS,Street,,ROCKLEA
9180,LEELABEN,Place,,EIGHT MILE PLAINS
9181,LEEPERS,Lane,,CAMP HILL
9182,LEESIDE,Street,,ASPLEY
9183,LEESON,Street,,BOONDALL
9184,LEETON,Street,,CARINA
9185,LEEWIN,Court,,PARKINSON
9186,LEEZA,Court,,BRACKEN RIDGE
9187,LEFROY,Close,,WESTLAKE
9188,LEGACY,Crescent,,SUNNYBANK HILLS
9189,LEGAL,Street,,SUNNYBANK
9190,LEGEYT,Street,,WINDSOR
9191,LEICESTER,Street,,CAMP HILL
9192,LEICESTER,Street,,COORPAROO
9193,LEICHHARDT,Circuit,,FOREST LAKE
9194,LEICHHARDT,Place,,DREWVALE
9195,LEICHHARDT,Street,,SPRING HILL
9196,LEIGH,Street,,COORPAROO
9197,LEIGH,Street,,DREWVALE
9198,LEIGHTON,Street,,WAVELL HEIGHTS
9199,LEILA,Place,,PULLENVALE
9200,LEILANI,Court,,CARINA
9201,LEINSTER,Street,,FIG TREE POCKET
9202,LEIPER,Street,,STAFFORD
9203,LEITCH,Lane,,WEST END
9204,LEITH,Court,,WYNNUM WEST
9205,LEITH,Street,,CARINA
9206,LEMA,Circuit,,KURABY
9207,LEMANA,Street,,BRACKEN RIDGE
9208,LEMKE,Road,,FITZGIBBON
9209,LEMKE,Road,,TAIGUM
9210,LEMNOS,Street,,NUNDAH
9211,LEMNOS,Street,,RED HILL
9212,LEMNOS,Street,,WAVELL HEIGHTS
9213,LEMON,Street,,RUNCORN
9214,LEMORE,Street,,BOONDALL
9215,LENCOL,Street,,MOUNT GRAVATT
9216,LENDON,Street,,DEAGON
9217,LENNA,Street,,ALDERLEY
9218,LENNON,Street,,KEDRON
9219,LENNON,Street,,STAFFORD
9220,LENNOX,Close,,MANLY WEST
9221,LENNOX,Street,,GORDON PARK
9222,LENORA,Street,,MANLY WEST
9223,LENSKE,Lane,,KHOLO
9224,LENSWORTH,Street,,COOPERS PLAINS
9225,LENTARA,Street,,KENMORE
9226,LENTON,Place,,CALAMVALE
9227,LENTZ,Street,,GEEBUNG
9228,LENZ,Street,,CHERMSIDE WEST
9229,LEO,Place,,BRIDGEMAN DOWNS
9230,LEO,Street,,INALA
9231,LEOLITA,Street,,NUDGEE
9232,LEON,Street,,TINGALPA
9233,LEONA,Street,,BOONDALL
9234,LEONARD,Street,,WOOLLOONGABBA
9235,LEONARDO,Close,,EIGHT MILE PLAINS
9236,LEONE,Street,,DARRA
9237,LEONG,Street,,BRIDGEMAN DOWNS
9238,LEONIE,Place,,DOOLANDELLA
9239,LEOPARD TREE,Close,,BRACKEN RIDGE
9240,LEOPARD TREE,Crescent,,SINNAMON PARK
9241,LEOPARD,Street,,KANGAROO POINT
9242,LEOPARDWOOD,Close,,MOGGILL
9243,LEOPARDWOOD,Street,,RUNCORN
9244,LEOPOLD,Street,,NEWSTEAD
9245,LEPUS,Street,,INALA
9246,LERIDA,Street,,ASPLEY
9247,LERIDA,Street,,ZILLMERE
9248,LERNA,Street,,EAST BRISBANE
9249,LERNA,Street,,WOOLLOONGABBA
9250,LEROY,Street,,MANLY WEST
9251,LERU,Street,,MANSFIELD
9252,LERWICK,Court,,BRACKEN RIDGE
9253,LESINA,Street,,KEPERRA
9254,LESLIE,Court,,MOUNT OMMANEY
9255,LESLIE,Street,,BARDON
9256,LESLIE,Street,,NUNDAH
9257,LESTER,Street,,AUCHENFLOWER
9258,LESTRANGE,Terrace,,KELVIN GROVE
9259,LETCHWORTH,Road,,COORPAROO
9260,LETHEM,Street,,HENDRA
9261,LETITIA,Close,,WAKERLEY
9262,LETIZIA,Close,,CHERMSIDE WEST
9263,LEUNEAH,Lane,,KARANA DOWNS
9264,LEURA,Avenue,,HAWTHORNE
9265,LEURA,Terrace,,HAWTHORNE
9266,LEVANDER,Lane,,ALBION
9267,LEVEN,Street,,COOPERS PLAINS
9268,LEVER,Street,,ALBION
9269,LEVINGTON,Road,,EIGHT MILE PLAINS
9270,LEVITT,Road,,KEPERRA
9271,LEVITT,Road,,THE GAP
9272,LEVITT,Road,,UPPER KEDRON
9273,LEVOH,Street,,ROCHEDALE
9274,LEVY,Circuit,,BRIDGEMAN DOWNS
9275,LEWANA,Street,,MANSFIELD
9276,LEWANDOWSKI,Drive,,PINKENBA
9277,LEWIN,Street,,BARDON
9278,LEWINA,Street,,SUNNYBANK
9279,LEWIS,Place,,CALAMVALE
9280,LEWIS,Place,,MANLY WEST
9281,LEWIS,Street,,CAMP HILL
9282,LEWIS,Street,,CLAYFIELD
9283,LEWIS,Street,,COOPERS PLAINS
9284,LEWIS,Street,,KALINGA
9285,LEWIS,Street,,WOOLLOONGABBA
9286,LEWISHAM,Street,,ANNERLEY
9287,LEWORTHY,Street,,BARDON
9288,LEX,Street,,CHAPEL HILL
9289,LEXEY,Crescent,,WAKERLEY
9290,LEXHAM,Street,,BALD HILLS
9291,LEXIA,Place,,CARSELDINE
9292,LEXINGTON,Place,,SUNNYBANK HILLS
9293,LEXINGTON,Place,,WISHART
9294,LEXINGTON,Street,,ALDERLEY
9295,LEXINGTON,Terrace,,HAMILTON
9296,LEXTON,Street,,STRETTON
9297,LEXUS,Street,,RUNCORN
9298,LEYBOURNE,Street,,CHELMER
9299,LEYBURN,Crescent,,FOREST LAKE
9300,LEYLAND,Street,,MOUNT GRAVATT EAST
9301,LEYTON,Street,,GRANGE
9302,LIAM,Court,,CALAMVALE
9303,LIAM,Street,,CARINA HEIGHTS
9304,LIAMENA,Street,,MANSFIELD
9305,LIATOKI,Street,,MANSFIELD
9306,LIAW,Close,,BOONDALL
9307,LIBERTY,Drive,,TAIGUM
9308,LIBERTY,Street,,FOREST LAKE
9309,LIBRA,Street,,INALA
9310,LICHEN,Street,,INALA
9311,LICHFIELD,Place,,PARKINSON
9312,LICHFIELD,Street,,CARINA
9313,LIDDY,Street,,CORINDA
9314,LIGHT,Street,,BOWEN HILLS
9315,LIGHT,Street,,FORTITUDE VALLEY
9316,LIGHTWOOD,Place,,SINNAMON PARK
9317,LIKALA,Street,,WISHART
9318,LILAC,Street,,INALA
9319,LILLEY,Road,,BARDON
9320,LILLEY,Street,,HENDRA
9321,LILLEY,Street,,SPRING HILL
9322,LILLIAN,Avenue,,ROCKLEA
9323,LILLIAN,Avenue,,SALISBURY
9324,LILLIUM,Street,,ROCHEDALE
9325,LILLY PILLY,Crescent,,FITZGIBBON
9326,LILLY PILLY,Place,,MOGGILL
9327,LILLY PILLY,Road,,PULLENVALE
9328,LILLY PILLY,Street,,HEATHWOOD
9329,LILLY,Street,,SHERWOOD
9330,LILLY,Street,,STONES CORNER
9331,LILLYDALE,Place,,CALAMVALE
9332,LILLYDALE,Street,,CARSELDINE
9333,LILY,Avenue,,YERONGA
9334,LILY,Circuit,,KURABY
9335,LILY,Street,,INDOOROOPILLY
9336,LILY,Street,,MITCHELTON
9337,LILY,Street,,SALISBURY
9338,LILYDALE,Place,,FOREST LAKE
9339,LILYDALE,Street,,ARCHERFIELD
9340,LILYVALE,Street,,MANSFIELD
9341,LILYWOOD,Street,,EIGHT MILE PLAINS
9342,LIMA,Street,,AUCHENFLOWER
9343,LIMA,Street,,NUDGEE BEACH
9344,LIME,Street,,NEW FARM
9345,LIMERICK,Street,,ACACIA RIDGE
9346,LIMESTONE,Street,,DARRA
9347,LIMEWOOD,Place,,ALGESTER
9348,LIMITA,Court,,KENMORE
9349,LIMOSA,Street,,BELLBOWRIE
9350,LINACRE,Crescent,,CARINDALE
9351,LINACRE,Street,,DURACK
9352,LINARIA,Circuit,,DREWVALE
9353,LINCOLN,Crescent,,UPPER KEDRON
9354,LINCOLN,Place,,STRETTON
9355,LINCOLN,Street,,OXLEY
9356,LINCOLN,Street,,STONES CORNER
9357,LINCOLN,Street,,WILSTON
9358,LINCON,Place,,PARKINSON
9359,LIND,Street,,NEWMARKET
9360,LINDA,Street,,SHERWOOD
9361,LINDALE,Street,,CHERMSIDE WEST
9362,LINDEMAN,Place,,EIGHT MILE PLAINS
9363,LINDEMAN,Place,,TINGALPA
9364,LINDEMAN,Street,,BOONDALL
9365,LINDESAY,Court,,SINNAMON PARK
9366,LINDFIELD,Circuit,,ROBERTSON
9367,LINDFIELD,Street,,PARKINSON
9368,LINDIS,Street,,SUNNYBANK
9369,LINDIS,Street,,SUNNYBANK HILLS
9370,LINDISFARNE,Street,,CARINDALE
9371,LINDLEY,Street,,STAFFORD
9372,LINDON,Street,,DUTTON PARK
9373,LINDSAY,Street,,ASHGROVE
9374,LINDSAY,Street,,COORPAROO
9375,LINDSAY,Street,,HAWTHORNE
9376,LINDSAY,Street,,HEMMANT
9377,LINDSAY,Way,,BROOKFIELD
9378,LINDSTOL,Street,,NUDGEE
9379,LINDSTROM,Court,,RUNCORN
9380,LINDUM,Road,,HEMMANT
9381,LINDUM,Road,,LYTTON
9382,LINDWALL,Street,,UPPER MOUNT GRAVATT
9383,LINE,Street,,WOOLLOONGABBA
9384,LINFIELD,Street,,MANSFIELD
9385,LINGARD,Street,,COORPAROO
9386,LINGLE,Street,,ROBERTSON
9387,LINK,Street,,MANLY WEST
9388,LINK,Street,,UPPER MOUNT GRAVATT
9389,LINK,Street,,WOOLLOONGABBA
9390,LINK,Street,West,UPPER MOUNT GRAVATT
9391,LINKFIELD,Road,,BALD HILLS
9392,LINKFIELD,Road,,BRIDGEMAN DOWNS
9393,LINKFIELD,Road,,CARSELDINE
9394,LINKFIELD,Road,,FITZGIBBON
9395,LINKS,Avenue,North,EAGLE FARM
9396,LINKS,Avenue,South,EAGLE FARM
9397,LINNEMAN,Close,,COOPERS PLAINS
9398,LINNET,Close,,CALAMVALE
9399,LINTERN,Street,,RED HILL
9400,LINTON,Street,,KANGAROO POINT
9401,LINUM,Place,,BELLBOWRIE
9402,LINVILLE,Lane,,ANNERLEY
9403,LINWOOD,Street,,CARINDALE
9404,LIONEL,Street,,NUDGEE
9405,LIPTON,Place,,MCDOWALL
9406,LIQUIDAMBAR,Place,,STRETTON
9407,LISADELL,Court,,MOGGILL
9408,LISBON,Street,,MACGREGOR
9409,LISBURN,Street,,EAST BRISBANE
9410,LISGAR,Street,,GEEBUNG
9411,LISGAR,Street,,VIRGINIA
9412,LISK,Street,,PULLENVALE
9413,LISLANE,Street,,FERNY GROVE
9414,LISLE,Street,,TARRAGINDI
9415,LISMORE,Street,,ACACIA RIDGE
9416,LISSNER,Street,,TOOWONG
9417,LISSON,Grove,,CLAYFIELD
9418,LISSON,Grove,,WOOLOOWIN
9419,LISTER,Street,,SUNNYBANK
9420,LISTOWEL,Street,,BALD HILLS
9421,LITCHFIELD,Close,,FOREST LAKE
9422,LITHGOW,Street,,WYNNUM
9423,LITSEA,Street,,ALGESTER
9424,LITTABELLA,Street,,DURACK
9425,LITTLE BARRON,Street,,GORDON PARK
9426,LITTLE BENNETT,Street,,NORMAN PARK
9427,LITTLE CAVENDISH,Road,,MOUNT GRAVATT EAST
9428,LITTLE CHESTER,Street,,TENERIFFE
9429,LITTLE CRIBB,Street,,MILTON
9430,LITTLE DOCK,Street,,SOUTH BRISBANE
9431,LITTLE EDWARD,Street,,SPRING HILL
9432,LITTLE JANE,Street,,WEST END
9433,LITTLE JENNER,Street,,NUNDAH
9434,LITTLE LAMA,Street,,CHELMER
9435,LITTLE MARYVALE,Street,,TOOWONG
9436,LITTLE,Close,,WAKERLEY
9437,LITTLE,Court,,CARINDALE
9438,LITTLE,Street,,ALBION
9439,LITTLE,Street,,EVERTON PARK
9440,LITTLE,Street,,FORTITUDE VALLEY
9441,LITTLE,Street,,KELVIN GROVE
9442,LITTLE,Street,,NUNDAH
9443,LITTLE,Street,,RED HILL
9444,LITTLER,Street,,SUNNYBANK
9445,LITTLETON,Road,,RICHLANDS
9446,LIVERPOOL,Road,,CLAYFIELD
9447,LIVERPOOL,Street,,EIGHT MILE PLAINS
9448,LIVESAY,Road,,BELLBOWRIE
9449,LIVESAY,Road,,MOGGILL
9450,LIVINGSTON,Court,,ASPLEY
9451,LIVINGSTONE,Place,,KURABY
9452,LIVINGSTONE,Road,,DARRA
9453,LIVINGSTONE,Street,,YEERONGPILLY
9454,LIVISTONA,Place,,THE GAP
9455,LIZ,Place,,SUNNYBANK HILLS
9456,LIZANNE,Street,,BOONDALL
9457,LIZZIE,Street,,BARDON
9458,LIZZIE,Street,,PADDINGTON
9459,LLEWELLYN,Street,,KANGAROO POINT
9460,LLEWELLYN,Street,,NEW FARM
9461,LLOYD,Street,,ALDERLEY
9462,LLOYD,Street,,BRIGHTON
9463,LLOYD,Street,,CAMP HILL
9464,LLOYD,Street,,ENOGGERA
9465,LLOYD,Street,,NEW FARM
9466,LOAM,Street,,ACACIA RIDGE
9467,LOBE,Street,,BALD HILLS
9468,LOBELIA,Street,,INALA
9469,LOBEN,Street,,SUNNYBANK
9470,LOCH NESS,Street,,MANSFIELD
9471,LOCH,Street,,WEST END
9472,LOCHABER,Street,,DUTTON PARK
9473,LOCHANO,Close,,PARKINSON
9474,LOCHIEL,Street,,KENMORE
9475,LOCHINVAR,Lane,,THE GAP
9476,LOCHINVAR,Road,,UPPER KEDRON
9477,LOCHLEVEN,Street,,CARINDALE
9478,LOCHRAE,Street,,WAVELL HEIGHTS
9479,LOCHWOOD,Avenue,,FOREST LAKE
9480,LOCK,Street,,KELVIN GROVE
9481,LOCKE,Street,,NEW FARM
9482,LOCKERBIE,Street,,KANGAROO POINT
9483,LOCKHART,Street,,WOOLLOONGABBA
9484,LOCKROSE,Street,,MITCHELTON
9485,LOCKWOOD,Crescent,,MANLY WEST
9486,LOCKWOOD,Street,,SHERWOOD
9487,LOCKYER,Court,,FOREST LAKE
9488,LOCKYER,Place,,DREWVALE
9489,LOCKYER,Street,,CAMP HILL
9490,LOCKYER,Street,,WAKERLEY
9491,LOCUST,Street,,THE GAP
9492,LODDON,Street,,RIVERHILLS
9493,LODGE,Road,,CLAYFIELD
9494,LODGE,Road,,KALINGA
9495,LODGE,Street,,TOOWONG
9496,LOFFS,Road,,JAMBOREE HEIGHTS
9497,LOFFS,Road,,MIDDLE PARK
9498,LOFFS,Road,,MOUNT OMMANEY
9499,LOFFS,Road,,WESTLAKE
9500,LOFTER,Street,,TENNYSON
9501,LOFTUS,Street,,DEAGON
9502,LOFTY,Court,,HEMMANT
9503,LOGAN,Avenue,,OXLEY
9504,LOGAN,Court,,MOUNT OMMANEY
9505,LOGAN,Place,,PULLENVALE
9506,LOGAN,Road,,EIGHT MILE PLAINS
9507,LOGAN,Road,,GREENSLOPES
9508,LOGAN,Road,,HOLLAND PARK
9509,LOGAN,Road,,HOLLAND PARK WEST
9510,LOGAN,Road,,MOUNT GRAVATT
9511,LOGAN,Road,,MOUNT GRAVATT EAST
9512,LOGAN,Road,,STONES CORNER
9513,LOGAN,Road,,UPPER MOUNT GRAVATT
9514,LOGAN,Road,,WISHART
9515,LOGAN,Road,,WOOLLOONGABBA
9516,LOGAN,Street,,GREENSLOPES
9517,LOGISTICS,Place,,LARAPINTA
9518,LOGRUNNER,Place,,WILLAWONG
9519,LOHE,Street,,INDOOROOPILLY
9520,LOIS,Street,,KENMORE
9521,LOLA,Street,,WISHART
9522,LOLITA,Street,,THE GAP
9523,LOMANDRA,Court,,INDOOROOPILLY
9524,LOMANDRA,Court,,SEVENTEEN MILE ROCKS
9525,LOMANDRA,Place,,CHAPEL HILL
9526,LOMANDRA,Place,,FOREST LAKE
9527,LOMANDRA,Street,,ROBERTSON
9528,LOMANDRA,Street,,TAIGUM
9529,LOMATIA,Close,,WESTLAKE
9530,LOMATIA,Street,,KARAWATHA
9531,LOMATTA,Street,,THE GAP
9532,LOMBANK,Street,,ACACIA RIDGE
9533,LOMBARD,Street,,CARINA
9534,LOMBARDO,Court,,FIG TREE POCKET
9535,LOMOND,Circuit,,UPPER KEDRON
9536,LOMOND,Place,,PARKINSON
9537,LOMOND,Terrace,,EAST BRISBANE
9538,LONCROFT,Street,,BRIGHTON
9539,LONDON,Road,,BELMONT
9540,LONDON,Road,,CHANDLER
9541,LONDON,Road,,CLAYFIELD
9542,LONDON,Road,,GUMDALE
9543,LONDON,Street,,ASHGROVE
9544,LONDON,Street,,EIGHT MILE PLAINS
9545,LONDON,Street,,NUNDAH
9546,LONDOR,Close,,HEMMANT
9547,LONE PINE,Street,,ENOGGERA
9548,LONG,Street,,CAMP HILL
9549,LONG,Street,,HENDRA
9550,LONG,Street,,KURABY
9551,LONG,Street,,PADDINGTON
9552,LONG,Street,East,GRACEVILLE
9553,LONG,Street,East,SHERWOOD
9554,LONG,Street,West,GRACEVILLE
9555,LONG,Street,West,SHERWOOD
9556,LONGA,Street,,BRACKEN RIDGE
9557,LONGBILL,Place,,TAIGUM
9558,LONGDEN,Street,,COOPERS PLAINS
9559,LONGFELLOW,Street,,NORMAN PARK
9560,LONGFORD,Crescent,,ACACIA RIDGE
9561,LONGLAND,Street,,FORTITUDE VALLEY
9562,LONGLAND,Street,,NEWSTEAD
9563,LONGLAND,Street,,STAFFORD
9564,LONGLANDS,Street,,EAST BRISBANE
9565,LONGLANDS,Street,,WOOLLOONGABBA
9566,LONGMAN,Terrace,,CHELMER
9567,LONGRIDGE,Street,,MACGREGOR
9568,LONGSIGHT,Street,,ALDERLEY
9569,LONGSTAFF,Street,,BRIGHTON
9570,LONGTON,Court,,BURBANK
